"","X1","X2","X3","X4","X5","X6","X7","X8"
"1",349.031113431256,175.411271424108,226.58545616536,113.740606460641,318.357123895861,389.281457670571,168.113416652303,298.806406061779
"2",342.605429203802,158.020089677896,218.420236553687,101.720635402433,309.238115568102,392.77554778626,152.647209292523,296.750806681787
"3",350.786841766855,158.585980849109,225.422468791564,115.087228695667,305.409402186927,392.820737145873,173.808348127743,304.990640841477
"4",364.372789309786,157.469620511689,223.363354595697,123.546398100035,312.054038353118,398.957629082178,161.332689782013,297.172017306946
"5",348.972825727451,168.79161359762,221.806258543659,107.22477624905,313.507490035779,400.259088906721,171.940571518533,300.696349673352
"6",345.641998543614,164.86695966673,208.922865677404,120.723841987198,307.678905857829,392.894796942082,170.804255480827,302.960276784595
"7",365.369354047705,164.744861208142,222.210637371952,123.146540424038,315.220522679666,385.341679974265,159.158646595654,288.057399757108
"8",324.746705076823,174.887012957998,232.7475607241,114.254680959925,302.413787666714,398.020668523186,166.314608735913,293.784730674974
"9",340.243395841456,176.623212952208,226.917760332119,106.364736521653,317.51064201581,378.010137076799,171.353572477221,297.734334968115
"10",345.983520820307,168.37847242266,219.755232970454,109.055209221207,319.124631440885,390.786051259125,172.699499707795,305.291223386946
"11",356.785577078349,151.324356006213,211.708489650805,106.138087249407,307.849766636687,389.737433540861,166.622632294556,292.428094985257
"12",328.237346036516,159.413631996997,231.128766959476,111.312366757296,317.703891408162,394.403352889467,157.101895135369,293.918329688187
"13",338.835070571197,170.3645836339,227.260026925609,111.588850386079,321.315522028666,393.290954431768,170.104477777839,301.873869881028
"14",334.899457392203,159.014973025198,214.60276061165,109.03654606844,301.155799579794,390.626884016506,158.164591884942,288.107928685685
"15",354.509422367384,163.222842237315,238.552823470535,108.787238936656,303.672528154166,383.748426462712,178.283845107894,298.271337097199
"16",343.930790434257,170.527111974974,223.415347209506,108.354312207187,311.164747497045,384.35676266237,168.90304564883,299.425418919766
"17",350.192516665103,179.153196523523,232.689058357428,120.269663681333,322.763720663639,398.553244361107,168.265284834984,303.697802084689
"18",360.362958077183,164.074787392278,221.316750877867,100.35168782744,311.570019970695,398.477567296561,155.458858104207,297.697950246218
"19",338.996758862977,168.088800717921,214.001039361416,102.091856461395,311.515273222295,386.678320471352,167.386147149757,293.614987878703
"20",352.495646147389,162.010166603332,225.159510041319,101.669600504182,321.341004287189,382.855358035975,162.005353907064,295.77029288144
"21",344.295503288383,175.661133226056,217.152836704566,117.953883957435,307.88183863572,400.316433489215,159.996240381447,294.059786427668
"22",348.848485953715,165.867535513159,229.3552481212,105.462154833945,322.567852929953,384.966922638859,168.551704195917,297.949209836202
"23",335.096247959074,183.418158691452,224.644092073592,114.48325159397,310.098215018741,382.059733283858,155.901636728321,305.059802779998
"24",348.858999589211,165.048911895293,221.719832227025,106.730044765066,305.90451132602,390.713879566577,146.578042198327,310.530279283459
"25",346.493606136394,154.854850117339,229.005627658689,106.032926934095,310.32578328336,385.839425952726,165.815429192699,290.84617722429
"26",343.829412088085,183.566176659687,228.760997788215,108.723734927561,304.938163052814,397.197849907928,157.854909640713,300.764900284451
"27",354.228739476461,174.315238930138,217.540133028412,106.340141176839,315.617282901118,385.879244320137,166.970626906456,304.395537581613
"28",343.209211077808,176.22886469214,224.86339770504,110.683631783347,303.93561509993,408.513349708583,166.073176548975,286.700404398624
"29",355.619537023884,159.324446282592,218.617596967175,119.161934931974,310.079195773277,396.674574051818,169.138439224027,309.712856070097
"30",361.290609569044,155.897792261527,219.104749871175,107.154676019471,317.755812339441,378.28049485097,152.923745720388,305.736615115176
"31",349.660244102554,165.859651808487,217.895640506169,117.350720812808,298.961014819673,387.472537388731,172.731426015075,304.521523341328
"32",366.998295956032,170.645122039528,224.225766019806,115.367218560595,312.525383163775,394.713384701531,175.870182735892,292.313530680571
"33",337.2786674818,164.101180432337,218.4117229135,100.261165006827,294.628855496945,383.422594064897,159.533479043533,295.696551029383
"34",343.648236566806,156.620892788923,213.381331793159,111.95653668705,315.408744761444,377.219068038648,161.299051275133,302.936185083861
"35",335.446988418279,175.925376082933,228.80281187209,111.535413280385,301.731119894181,388.18106314848,149.443629765895,296.805100329056
"36",354.73766033787,151.340903030351,234.90950884159,114.366850372098,323.763062924518,385.675992014203,164.735477569287,288.447149171358
"37",345.304631058946,169.260457564098,217.708167771159,106.361301782682,294.817776930943,388.610006489721,165.390224117631,307.645756078877
"38",345.176530558443,174.312200269078,220.18340845109,117.091485622991,304.847695808267,376.027095348834,164.350294437474,303.557972749682
"39",350.695347194613,173.658062358025,217.019635244813,114.195408406367,324.020726846161,389.869511403695,169.845589364704,305.174713186417
"40",350.812026994037,170.244243046814,219.285133304187,106.064597300684,319.399690667114,388.485573954766,169.353435290016,295.39261516453
"41",358.742760680356,179.803310175256,224.991057990966,111.079528379654,300.077745415549,389.254715467375,161.954414587782,307.825060449119
"42",344.939214434181,158.519994360943,223.248166101574,117.549774680684,320.906230263833,377.85062922318,166.383030336391,297.235987620842
"43",340.279514030359,164.778312852617,223.355075625854,106.742937075584,307.597197533774,390.227918146902,147.552660095128,297.731900548787
"44",347.405525287018,169.238876088802,236.030150876623,113.719891283196,314.048549010992,383.596485720834,151.540782546397,294.227637816818
"45",357.107507852395,169.928477810158,233.341076530499,99.348805460241,314.217767449565,382.466023513176,162.386524000576,305.028341701393
"46",352.382606007811,165.829120021641,226.518339526003,106.2852796438,321.419890071888,377.834066613634,157.284608646454,304.386026030159
"47",336.227720524371,164.751075233603,215.233291693051,95.5552601363045,320.16028662023,376.568509297641,171.996988583093,305.728519244185
"48",351.411971317662,158.950840327729,223.232813938389,111.125315705039,308.207600548073,376.997731406465,154.424917783372,283.771177931534
"49",335.577911465727,159.580796221191,223.435214972642,114.637291258602,314.115380325104,377.498010736532,166.419156914281,313.927581396317
"50",334.799492162439,168.861450203308,222.900568523231,109.925925561319,309.396601253954,385.700193580907,157.66708282474,293.766206436446
"51",356.375201784107,177.941349116666,230.625329257804,111.020498356713,316.325347727968,397.756501707318,148.042359706212,297.213244996418
"52",364.719079099908,175.108196257987,225.781580887977,107.693181837197,321.496300214349,374.281655989797,164.095690585512,296.759414069184
"53",350.902879502121,173.412842074961,234.919140401025,122.851204307948,313.350790442252,386.297163291452,170.677866875121,297.150364960974
"54",333.982381636531,165.884563385183,228.943212374369,110.282572584352,310.128150159106,375.745231863786,161.279588859242,302.84258897786
"55",344.878354228334,148.014279490407,221.674330182578,116.535545851351,313.044934146744,394.396841863581,166.217159961896,307.33615032529
"56",354.012269807189,171.609335104408,217.758076269426,112.706845837288,308.427132127363,376.190646513065,156.174843689601,295.115264256857
"57",329.801302349526,171.353199948383,232.308782089534,113.953310556907,313.31441111742,384.992513225051,156.495729331633,290.905990714135
"58",337.070848961017,179.259883718029,224.407188735335,107.459617780281,305.799602775468,381.032883506364,168.334506768424,292.859125822006
"59",350.838937567858,168.988450164988,231.183135673026,119.915043468724,305.059745052815,379.259126723769,162.094038559453,299.889545996339
"60",344.275390478626,164.095354334072,229.646620754328,106.549104980975,306.941043354697,391.76553841108,163.154924740559,299.806817574816
"61",345.346586177429,180.124502294131,219.056703952042,120.948504379476,311.294393005258,389.965641551488,158.417111304955,288.666232323365
"62",343.090814123098,171.402082852899,228.707146857187,108.634372571202,303.526697221574,390.903655303517,164.776453798877,295.935620569515
"63",338.757029184795,167.918143084087,230.275439827157,113.022908729619,306.902040820849,394.246863299433,168.825674347549,298.044367722269
"64",348.313721720303,154.123970988742,222.563486391779,118.710594031292,312.700562455142,390.057879434053,151.68831018533,296.04730113618
"65",341.568306099909,165.244952439533,231.578146739718,107.439882904484,313.330226780334,389.876450154971,156.93112526857,312.135682235897
"66",358.327912930135,149.18997009367,219.36172163968,99.6559689488355,312.607536849576,363.776522556222,168.73557355708,289.979760869282
"67",349.945000462357,155.747244263548,224.238230351667,105.862777647319,322.025423872446,385.696895808618,163.390280194178,296.202956967172
"68",347.612994659869,178.744916868363,221.950841150446,113.305842061831,310.26226474333,373.767582270226,168.488991668536,302.125051410599
"69",362.647296516175,161.071949244034,225.834125238469,106.917412897601,313.818390167585,378.091662239276,167.542382770842,300.507541638773
"70",344.012173755423,153.770960155947,224.675461815463,117.881734263547,307.120053019684,383.371214192359,165.183996228677,298.043746386231
"71",349.074097979104,160.638188434822,229.946510637031,104.727242418006,304.820993476736,377.614312203788,161.630294741634,306.119345967198
"72",334.309878282614,173.888911199778,226.472143443949,113.735437343496,306.993995443655,403.041117547255,160.135543293471,291.369468873184
"73",342.966993900119,164.538257104319,222.704892563056,102.791659359213,321.91959485979,386.644022480482,156.029177396115,308.425434360702
"74",348.189643794474,183.515879625933,212.297313107253,106.592374707907,310.413989886821,383.590109935003,168.109274918223,305.634755836181
"75",338.230542173316,169.873655381708,227.505091651104,113.293150608958,311.927487237371,382.52530949732,177.863724260238,300.729564510164
"76",334.677375144496,164.770159991354,227.52182176827,112.175762352416,315.858984356656,382.058160164397,163.290907824061,305.83241761794
"77",352.210926323419,168.893494998261,229.532367450586,110.093650888814,308.961708352052,385.705333465866,166.570169575901,300.114178504006
"78",352.977892631062,160.371287373458,216.70765024826,105.001536206214,315.548389992078,365.547650830265,170.08867453229,301.835074350974
"79",342.187823694458,173.498462566019,224.736678626232,108.682477605589,300.125824155337,388.575258761474,172.236148158322,291.301510439211
"80",344.656184935167,182.752914536564,229.323787184314,106.106681290625,313.125639610047,376.70816421032,170.448849047945,298.13630645266
"81",351.380550394809,170.176890046991,214.077473034263,120.872754406683,317.572949053122,394.776563744307,171.1776031454,290.102892530224
"82",333.370126947097,171.749419081387,210.900912932534,109.8682304729,296.622246562524,391.878018776949,160.392149657704,297.856848925466
"83",333.43344021363,175.686538676715,231.528128342714,107.561648541162,318.201330043955,391.358219981092,178.677698336807,294.461613817074
"84",352.010901210582,169.935118581078,229.677797785283,111.07172113023,311.42067975544,389.89958553507,164.667316842622,295.160950368702
"85",350.87616183093,175.630752135599,213.962016436294,109.081421746052,299.31295477904,387.83791644439,167.501024526899,298.166120689249
"86",329.908746839559,151.09181822191,223.013994874248,107.088168475261,301.365384011553,386.772220352229,167.200407074585,289.377638597333
"87",368.944053120994,151.74444813645,234.095566297989,122.623589447728,321.555930518038,387.382702638255,165.69907696155,297.37215227226
"88",356.17823156589,153.585523937073,221.496341333909,111.704041262051,317.771357466107,379.175566261114,158.135364150167,292.661963017232
"89",341.022403737356,167.374080846619,221.63725847067,122.188041219212,303.415282328152,376.62333730885,164.276939832369,297.239473450014
"90",324.327826851724,162.584619154526,234.094021499036,111.011000246475,301.294859223886,370.599595050523,159.876623968032,291.17875232713
"91",342.111637905032,174.997444582646,229.421845627212,110.784892498153,303.427943040039,394.297194637263,156.749689645633,293.871441465905
"92",352.435517320963,170.891920598107,221.744618144109,107.56131639286,314.014455913806,388.602254162686,176.368593942465,297.765753273552
